head	rel	col	lcm	sense1	sense2	sense3	sense4	sense5	sense6	sense7	sense8	sense9	sense10	pos	text
band-n	band-n of ...	follower-n	band of followers	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.sx	a10.s4	245570253	I am not bashful about showing you the winners that have helped my dedicated <band> of Global Analyst followers achieve average annual returns of 20 percent.
band-n	band-n of ...	frequency-n	band of frequencies	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3	a8.s2	a9.s2	a10.s2	3246115297	They figured that interest was in a narrow <band> of frequencies, so they removed the butterfly tuner disc from each receiver and black smoked them with a candle.
band-n	band-n of ...	musician-n	band of musicians	a1.s1	a2.s1	a3.s1	a4.s1	a5.s4	a6.s1	a7.s3	a8.s1	a9.s1	a10.s1	949522333	Moving 180 degrees from the Police, Sting did so in daring fashion by gathering a <band> of accomplished jazz musicians that included keyboardist Kenny Kirkland, drummer Omar Hakim and saxophonist Branford Marsalis, long before Jay Leno "discovered" him.
band-n	band-n of ...	soldier-n	a band of soldiers	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	375611147	They will not expect us, but we could easily run into <bands> of soldiers looking for food."
band-n	band-n of ...	thug-n	band of thugs	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	2256087505	Finally the rag tag <band> of thugs made it to Kilkenny, the most beautiful medieval city in Ireland perhaps and the crushing of the last organized resistance of a desperate people, victims of the world's most vicious colonial power (http://www.ichblog.eu/content/view/1523/58/). Let's look at the colonizing of Africa.
band-n	band-n of ...	warrior-n	band of warriors	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	1998886095	One day Odo suddenly appeared in splendor in the midst of three <bands> of warriors.
band-n	band-n on ...	blot-n	bands on Western blots	a1.s8	a2.s7	a3.s8	a4.s1	a5.s2	a6.s7	a7.sx	a8.s6	a9.sx	a10.s4	2272748885	I don't see any <bands> on this blot at all.
band-n	band-n on ...	finger-n	band on her finger	a1.s3	a2.s6	a3.s10	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	941892413	Anne could not take her eyes off of him as he placed a wide gold <band> on her finger with the words, "With this ring, I thee wed...with my body, I thee worship...with all my worldly goods, I thee endow."
band-n	band-n on ...	gel-n	band on the gel	a1.s8	a2.s3	a3.s8	a4.s7	a5.s2	a6.s7	a7.s2	a8.s6	a9.sx	a10.s6	2120151221	The esterase activity in colon tumor protein extracts was evaluated by three assays: CPT-11 hydrolysis, 4-methylumbelliferyl acetate hydrolysis, and density of activity <bands> on nondenaturing PAGE gel generated upon activity staining with 4-methylumbelliferyl acetate.
band-n	band-n on ...	label-n	bands on the label	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	1371257868	When I started work in 1951 in Manchester City Centre I first heard The Saints Jazz Band and it may be of interest that I still have the three original 78 rpm records made by the <band> on the Decibel Label which states "Lancashire Society of Jazz Music Series recorded at the Dixon Roadhouse Recording Studios, Oxford Road Manchester" The recording would have been made in 1950 or 1951 and of course many people in the Manchester area would have known Johnny Roadhouse.
band-n	band-n on ...	tour-n	band on tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2319206298	I was never able to make it... but I've caught a few of the <bands> on individual tours.
band-n	band-n on ...	wrist-n	band on his wrist	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	1726634450	Simply wear a white <band> on your wrist or arm to show your support, use the opportunity to tell other people about the issues and help Make Poverty History.
band-n	band-n over ...	eye-n	, a band over the eye ,	a1.s3	a2.s3	a3.s3	a4.s4	a5.s3	a6.s3	a7.sx	a8.s3	a9.s3	a10.s3	2518068756	The female, which is much smaller, is of a uniform greyish-brown colour, with the feathers at the base of the upper mandible, a <band> over the eye, and the fore part of the neck light yellow; the throat dull white, and the feathers on the middle of the breast margined with white toward the end.
band-n	band-n to ...	band-n	band to the 7/8 GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1957263349	From swing <bands> to boy bands, hippies to rockabilly cats, there's something for everyone.
band-n	band-n with ...	singer-n	band with a female singer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2878321751	If you were to want a description of Neutrinos one would have to say that they are a guitar <band> with a female singer.
band-n	band-n's ...	CD-n	band's CD	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2644299331	That's why whether you are selling the next Beanie Baby, your <band's> new CD, custom flooring, or computer monitors, if you want to grow your business, outsourcing your fulfillment can make good business sense.
band-n	band-n's ...	album-n	band's first album	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	240048976	And he is also featured on the <band's> new album, playing the ukulele!
band-n	band-n's ...	debut-n	the band's debut	a1.s1	a2.s1	a3.s1	a4.s6	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3514847331	A vinyl reissue of the <band's> self-titled debut will reportedly also emerge around the same time, whenever that may be.
band-n	band-n's ...	drummer-n	the band's drummer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	574624434	Basically, an alien is bent on world domination and has taken the <band's> drummer, Mike, hostage.
band-n	band-n's ...	gig-n	band's gig	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	847585025	Whilst the latter would rather not receive your spam, um, I mean enquiries, please feel free to send the people below news about your <band's> upcoming gig or CD release and other useful things like where to get our hands on cheap viagra and where we can chat online to the youngest eighteen year olds on the internet.
band-n	band-n's ...	guitarist-n	the band's guitarist	a1.s9	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	57332892	"I had no idea at all that he had this whole other side to him," Kyle Martin, the <band's> guitarist, said when he was told that Mr. Wilson was a cult hero.
band-n	band-n's ...	hit-n	band's biggest hit	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1666489240	Featuring all the <band's> finest hits, including Air That I Breathe, Bus Stop, On A Carousel and of course, the timeless pop masterpiece He Ain't Heavy, He's My Brother , this live performance is Hollies pure and simple – or complex and sophisticated - as the mood takes them.
band-n	band-n's ...	label-n	the band's label ,	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.s1	a10.s1	629965844	I recently emailed some questions to the <band's> label, who kindly forwarded them on & got the following replies.
band-n	band-n's ...	member-n	the band's members	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.s1	a10.s1	394530019	This forced them to meet for limited periods of time to write and record each new album, but meant that each new project documented a unique moment in the divergant paths of the <band's> four members.
band-n	band-n's ...	music-n	the band's music	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2921764974	This <band's> music was pop influenced.
band-n	band-n's ...	release-n	band's first release	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3350170012	The <band's> second full length release, Hell Awaits, expanded on the darkness of Haunting the Chapel, as hell and Satan were common song subjects.
band-n	band-n's ...	show-n	band's shows	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2879259589	And as good as "The History of Cut Nails" is, the <band's> live show is even stronger. -- Nightlife Agenda, Nov. 2 MySpace Download These : " Wiseblood ," " Good Intentions "
band-n	band-n's ...	singer-n	the band's lead singer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	452449619	The reason for my surprise is that I am the <band's> lead singer, and this is either a case of misinformation or a lie.
band-n	band-n's ...	single-n	band's first single	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	269415623	There were lots of Folkways recordings, and I think on one of those recordings was "Brownsville" (the <band's> first single).
band-n	band-n's ...	song-n	the band's songs	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	674524466	Most of the live footage is shot on black and white video, which doesn't quite do justice to the <band's> epic songs the same way actual film would.
band-n	band-n's ...	sound-n	the band's sound	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1765700533	A last note: perhaps with a better production the <bands'> sound could have been strengthened: but everybody knows this is not the Voxx's forte...
band-n	band-n's ...	tour-n	band's tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1644473602	The two-CD The Black Crows Live, which Robinson says captures one of the <band's> best tours in its volatile career, will be released on August 27th.
band-n	band-n's ...	website-n	on the band's website	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1700431111	Both songs are downloadable from the <band's> website , however the version of "No Regrets" is the radio edit, which is a little shorter and has my part cut.
band-n	modifiers of "band-n"	GHz-n	GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	3006925120	The task of the Alliance, founded in 1997, is to certify that network devices comply with the IEEE 802.11 wireless Ethernet standard over the unlicensed 2.4 GHz <band>.
band-n	modifiers of "band-n"	MHz-n	MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2045408099	The consolidated JWN is a department-wide LMR system, which utilizes the 162-174 MHz and 406.1-420 MHz <bands> with current budget estimates of $1 billion.
band-n	modifiers of "band-n"	brass-n	brass band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.sx	a10.s1	259356580	It is also the last movement in the work that uses large, extra brass <bands> and choruses to express any extended loud outbursts.
band-n	modifiers of "band-n"	frequency-n	frequency bands	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2898977207	About Sun Cellular: Sun Cellular is the mobile brand of Digitel Mobile Philippines Inc. Sun Cellular's wireless network is a digital Global Systems for Mobile (GSM) network operating on the 1800 MHz frequency <band> and has access to a total of 15 MHz of frequency for its wireless service.
band-n	modifiers of "band-n"	horizontal-j	and white horizontal bands	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	1995111597	Active; focal plane 20 m (66 ft); green flash every 3 s. Approx. 15 m (49 ft) round tower with rounded top and gallery, painted white with narrow black horizontal <bands>.
band-n	modifiers of "band-n"	jazz-n	jazz band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2480470055	If so they will not want to be photographed by the jazz <band> or even talked to by the jazz band.
band-n	modifiers of "band-n"	live-j	a live band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3121506525	In England meanwhile, queues formed outside the Delabole wind farm in Cornwall and close on three thousand people joined in the fun which lasted well into the evening with live <bands> and a colourful display of illuminated turbines.
band-n	modifiers of "band-n"	metal-n	metal band	a1.s1	a2.s1	a3.s6	a4.s1	a5.s1	a6.sx	a7.s1	a8.s1	a9.sx	a10.s1	270819495	BREAKING UP: Wade Parrot , vocalist for Quickfuse , a hardcore metal <band> with beautifully eruptive qualities, said the band had a eruption that caused a possibly permanent split.
band-n	modifiers of "band-n"	narrow-j	a narrow band	a1.s7	a2.s3	a3.s6	a4.s2	a5.s2	a6.s5	a7.sx	a8.sx	a9.s3	a10.s3	2062699331	2.29 Since May 1997, RPIX inflation has moved in a narrow <band> between a low of 1.9 per cent and a high of 3.2 per cent, averaging 2.5 per cent over this period, in line with the Government's target (see Chart 2.1).
band-n	modifiers of "band-n"	punk-n	punk band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	411837470	Unable to find any musicians willing to perform at the protests, the pair drafted former Soundgarden guitarist Kim Thayil and Novoselic's Sweet 75 bandmate, drummer Gina Mainwal , to form a one-off punk protest <band>.
band-n	modifiers of "band-n"	rock-n	rock band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1801870014	He grew up in rural New Hampshire where he overcame poverty and health problems to start the popular Jehovah's Witness rock <band>, Christ Explosion.
band-n	modifiers of "band-n"	rubber-n	a rubber band	a1.s3	a2.s6	a3.s9	a4.s4	a5.s3	a6.s10	a7.s4	a8.s3	a9.s3	a10.s3	2264479153	When the rubber <band> is stretched quickly, work is done on it, causing its internal energy to rise.
band-n	nouns modified by "band-n"	mate-n	band mates	a1.s1	a2.s4	a3.s6	a4.s1	a5.s1	a6.s1	a7.s1	a8.s4	a9.s1	a10.s1	1722123187	Above: Andy Arthurs (right) with A Raincoat <band> mates in 1975click to enlarge.
band-n	nouns modified by "band-n"	wagon-n	on the band wagon	a1.s1	a2.s9	a3.s12	a4.s9	a5.s1	a6.sx	a7.sx	a8.s7	a9.sx	a10.s1	412463254	So I'm back on the weight loss <band> wagon.
band-n	possessors of "band-n"	Ellington-n	Duke Ellington's band .	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	425295498	FSU's Inter-fraternity Council signed Duke Ellington for the "Greek's annual dance," co-sponsored with Florida A&M. But, concerned with negative consequences should Florida Legislators get wind that Ellington's <band> was African-American, FSU administrators urged the Council to neither show a picture of the band nor suggest the band's race.
band-n	possessors of "band-n"	Zappa-n	Frank Zappa's band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2378525932	Bunk Gardner first recorded with Bud Wattles' Orchestra in 1959 for the album Themes From The Hip, while Preston had been making home recordings for years prior to joining Zappa's <band>.
band-n	verbs with "band-n" as object	form-v	band formed	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.sx	a10.s1	3067650164	Justice's first work paid tribute to The Buggles, which was a new wave <band> formed in 1977.
band-n	verbs with "band-n" as object	front-v	band fronted	a1.s1	a2.s5	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3442351919	I'm poking around on MySpace*, and what do I find but a profile for Seona Dancing ? This was a new wave <band> fronted by Ricky Gervais -- aka David Brent from The Office -- back in the early '80s.
band-n	verbs with "band-n" as object	march-v	marching band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s3	a8.s1	a9.sx	a10.s1	843615832	Sunday's parade was a very colourful event, with a uniformed colour party and three marching <bands> leading the way.
band-n	verbs with "band-n" as subject	perform-v	band performing	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	826875296	is a gothic rock <band> who performed in the early 1980's.
band-n	verbs with "band-n" as subject	play-v	band played	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1672814724	... try this youtube video featuring a crazy music programme called 'behind closed doors' where a <band> plays their songs in a lift. in this case it's the brilliant german band wir sind helden (we are heros)
band-n	verbs with "band-n" as subject	release-v	the band released	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	700097895	The <band> released its fourth album, The Boxer in May and has been selling out larger and larger venues since.
band-n	verbs with particle "up" and "band-n" as object	break-v	broke up the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.sx	a10.s1	3205662978	It was in the early 1986 Gren Ginn broke up the <band> after the release of the live album "Who's Got the 101⁄2"?
band-n	verbs with particle "up" and "band-n" as object	strike-v	strike up the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s3	a6.s1	a7.s5	a8.sx	a9.sx	a10.s1	486547874	Strike up the <band> -- summer concerts are coming and in Europe, that means some of the biggest, as well as small but hot, bands in the world are crossing the continent for huge summer music festivals.
band-n	... about "band-n"	documentary-n	documentary about the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2259022864	The Story of Anvil is not just better than you'd think that a documentary about a 30-year-old Canadian metal <band> led by two lifelong friends in their 50's would be.
band-n	... as "band-n"	play-v	play as a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	112350631	You have to understand that before, we actually never played as the <band> in the public.
band-n	... behind "band-n"	force-n	driving force behind the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	34921517	I've always had the feeling that Robert was more or less the conceptual force behind the <band>, though he wasn't that much present on the stage for most of the early 70's period.
